person_id,role_type,contest,first_name,last_name,full_name,nickname,abbreviation,coalition,state,area,membership_type,start_date,end_date,is_substitute,is_titular,date_birth,gender,dead_or_alive,last_degree_of_studies,profession_1,profession_2,profession_3,profession_4,profession_5,profession_6,Website,URL_FB_page,URL_FB_profile,URL_IG,URL_TW,URL_others,URL_photo,source_of_truth
,governmentOfficer,Gubernatura de CHIHUAHUA,Jorge Alfredo,Lozoya Santillán,Jorge Alfredo Lozoya Santillán,El Caballo,MC,,Chihuahua,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1980-05-13,M,Vivo,High School,"presidente municipal, empresario minero",Political Sciences,Business administration and management,,,,https://www.alfredolozoya.mx,https://www.facebook.com/AlfredoLozoyaMX,,https://www.instagram.com/alfredolozoyamx,https://www.twitter.com/AlfredoLozoyaMX,,https://scontent-qro1-1.xx.fbcdn.net/v/t39.30808-6/240921271_2036633433152506_148320488533745370_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeEEagrLcp35iT-3COVOwTYhrD9RApOF8FKsP1ECk4XwUqHa2kVp5ZEb-Utv5MnSlf9cvpV8RgNXPX34VKkgfX5d&_nc_ohc=Q2ns1mSOadcAX__nN4j&_nc_ht=scontent-qro1-1.xx&oh=00_AT8wfk2CcoevZRl0pd4CF0nm6WTUl3sz1cNQAwcufh7Grg&oe=623D69C0,
,governmentOfficer,Gubernatura de COLIMA,Mely,Romero Celis,Mely Romero Celis,,PRI,Sí por Colima,Colima,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1977-09-12,F,Vivo,Master Degree,"tesorera municipal, diputada local, senadora, subsecretaria de desarrollo rural",Public administration,Political Sciences,,,,,https://www.facebook.com/MelyRomeroC,,https://www.instagram.com/mely_romeroc,https://www.twitter.com/Mely_Romero,,https://www.senado.gob.mx/64/images/senadores/63/mely_romero_celis_1.jpg,
,governmentOfficer,Gubernatura de COLIMA,Aurora Ileana,Cruz Alcaraz,Aurora Ileana Cruz Alcaraz,,PT,,Colima,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,,F,Vivo,Bachelor´s Degree,coordinadora académica,Educational planning and evaluation,,,,,,https://www.facebook.com/AuroraCruzAlcaraz,,https://www.instagram.com/auroracruzalcaraz,https://www.twitter.com/AuroraCruz09,,https://scontent.fmex2-1.fna.fbcdn.net/v/t1.6435-9/201666413_178214730979635_5980804867330768326_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeEsQVBLqVQqH0UYfiy09dK0nbylaEdr6JKdvKVoR2vokt75lOBfj2CCM8P5flXAoPe_k65uzYcmczks7mgWHxFU&_nc_ohc=9E7cLMlitK0AX_q76Xu&_nc_ht=scontent.fmex2-1.fna&oh=00_AT9v-FM6Ed18XLJWg44wckZ5crPt3b7ZVlqpsI2LCcRbWg&oe=625E8814,
,governmentOfficer,Gubernatura de COLIMA,Virgilio,Mendoza Amezcua,Virgilio Mendoza Amezcua,,PVEM,,Colima,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1972-01-21,M,Vivo,High School,"servidor público, secretario particular, presidente municipal , regidor",Public administration,Political Sciences,,,,,https://www.facebook.com/virgiliomendozaa,,https://www.instagram.com/virgilio_mendozaa,https://www.twitter.com/virgili0Mendoza,,http://sitllxiii.diputados.gob.mx/fotos_lxiiiconfondo/429_FOTO_CHICA.jpg,
,governmentOfficer,Gubernatura de COLIMA,Leoncio Alfonso,Morán Sánchez,Leoncio Alfonso Morán Sánchez,Locho Morán,MC,,Colima,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1966-07-18,M,Vivo,Bachelor´s Degree,"presidente municipal, diputado federal, empresario, contador público",Political Sciences,Business administration and management,Accounting and auditing,,,,https://www.facebook.com/LeoncioMoranL8,,https://www.instagram.com/locho_moran,https://www.twitter.com/leonciomoranL8,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9214053.jpg,
36,governmentOfficer,Gubernatura de COLIMA,Indira,Vizcaíno Silva,Indira Vizcaíno Silva,,Morena,Juntos hacemos historia en Colima,Colima,,officeholder,2021-11-01,2027-10-31,No,TRUE,1987-01-14,F,Vivo,Bachelor´s Degree,"presidenta municipal, secretaria de desarrollo social, diputada federal, consejera nacional y estatal",Political Sciences,Public administration,,,,,https://www.facebook.com/indira.vizcaino.s,,https://www.instagram.com/indira_vizcaino,https://www.twitter.com/indira_vizcaino,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9223865.jpg,
,governmentOfficer,Gubernatura de COLIMA,Evangelina,Bañuelos Rodríguez,Evangelina Bañuelos Rodríguez,,RSP,,Colima,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1957-05-25,F,Vivo,Master Degree,"ingeniera civil, perito valuador",Construction and civil engineering,,,,,,https://www.facebook.com/Evangelina-Ba%C3%B1uelos-RSP-103338988550712,,,,evabanuelos@hotmail.com,https://scontent-qro1-1.xx.fbcdn.net/v/t39.30808-6/274739324_285542590330350_4359779657660650520_n.jpg?_nc_cat=108&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeH2LDARQEWm7TiIP4D89sG2KnOY8MeRYAUqc5jwx5FgBQQEbWhA6Ho51HLepPXiqt8zG5D_IgIfr5dcPHtAGbNF&_nc_ohc=HBs182MRBi8AX9Qm7_S&_nc_ht=scontent-qro1-1.xx&oh=00_AT9L9JwWTtkjVBxVy4peTnSOe0L2zap65jiGuPeh-2GOAA&oe=623EB339,
,governmentOfficer,Gubernatura de COLIMA,Claudia Valeria,Yáñez Centeno y Cabrera,Claudia Valeria Yáñez Centeno y Cabrera,,FxM,,Colima,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1959-05-02,F,Vivo,Bachelor´s Degree,"psicóloga y logoterapeuta, asesora de proyectos, diputada federal",Psychology,Business administration and management,Political Sciences,,,,https://www.facebook.com/ClaudiaYanezCenteno,,https://www.instagram.com/claudia_yanez_centeno,https://www.twitter.com/ClaudiaYanezCen,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9222963.jpg,
,governmentOfficer,Gubernatura de GUERRERO,Irma Lilia,Garzón Bernal,Irma Lilia Garzón Bernal,,PAN,,Guerrero,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1964-12-01,F,Vivo,Bachelor´s Degree,"diputada plurinominal, regidora, directora de la CAPACH",Political Sciences,Public administration,,,,,https://www.facebook.com/irmagarzonbernal,,https://www.instagram.com/irmaliliagarzon,https://www.twitter.com/irmaliliagarzon,https://www.linkedin.com/in/irma-lilia-garz%C3%B3n-bernal-a7903246,https://scontent-qro1-1.xx.fbcdn.net/v/t1.18169-9/29497993_191508708118159_3137088056417662222_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeESRmnbaRE7mCnGLjhvDpH8w38DiL8bDmbDfwOIvxsOZrjWOHjybtFHCFm3pfY2dsLq661V9yiYUZRmFc-im4Ia&_nc_ohc=ZhZBSqx_4YoAX9qUW3H&_nc_ht=scontent-qro1-1.xx&oh=00_AT_lwS_KJ02-HwM9Ieq2zYBuzKXTUaxunwGaD5I5mckyTQ&oe=625EAAC1,
,governmentOfficer,Gubernatura de GUERRERO,Mario,Moreno Arcos,Mario Moreno Arcos,,PRI,Va por Guerrero,Guerrero,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1958-10-15,M,Vivo,Bachelor´s Degree,"servidor público, diputado local, diputado federal, presidente municipal",Public administration,Political Sciences,,,,,https://www.facebook.com/MorenoArcosMario,,https://www.instagram.com/mario.moreno.arcos,https://www.twitter.com/Mario_M_Arcos,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9214181.jpg,
,governmentOfficer,Gubernatura de GUERRERO,Pedro,Segura Valladares,Pedro Segura Valladares,,PT,Juntos hacemos historia en Guerrero,Guerrero,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1965-12-12,M,Vivo,,"empresario , filántropo",Business administration and management,Social work and care,,,,,https://www.facebook.com/PedroSeguraBalladars,,,,,https://scontent.fmex10-2.fna.fbcdn.net/v/t1.6435-9/172742242_121184913385803_3326219066509208406_n.jpg?_nc_cat=109&ccb=1-3&_nc_sid=09cbfe&_nc_ohc=F3UzxRaoxqIAX-U8_T8&_nc_ht=scontent.fmex10-2.fna&oh=3c68acc022b095f19ddde2e4be7e49c0&oe=60C38D41,
,governmentOfficer,Gubernatura de GUERRERO,Ruth,Zavaleta Salgado,Ruth Zavaleta Salgado,,MC,,Guerrero,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1966-08-27,F,Vivo,PhD Degree,"servidor público, docente, diputada local, diputada federal, columnista",Public administration,Educational planning and evaluation,Political Sciences,Communication and journalism,,https://www.ruthzavaleta.com.mx,https://www.facebook.com/RuthZavaletaSalgado,,https://www.instagram.com/ruth.zavaleta.mc,https://www.twitter.com/Zavaleta_Ruth,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9218236.jpg,
,governmentOfficer,Gubernatura de GUERRERO,Dolores,Huerta Baldovinos,Dolores Huerta Baldovinos,,PES,,Guerrero,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1973-10-17,F,Vivo,Master Degree,"secretaria de subsección de SNTSA, dirigente municipal PES, servidora pública",Public administration,Political Sciences,,,,,https://www.facebook.com/SoyDoloresHuertaBaldovinos,,https://www.instagram.com/soydoloreshuertabaldovinos,,,https://scontent.fmex2-1.fna.fbcdn.net/v/t1.6435-9/194968399_152901970215802_6045652777625309690_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeE4o9GkI_hmtFSHeRvVqBGcMqlRg97wlQgyqVGD3vCVCGD_3oGOuI81cXndwhnsQcdcXQ2OGO066_BHTpdcMpdH&_nc_ohc=xO6FT8pfGNAAX9fbqEu&tn=LOUdjX976aVLlJn4&_nc_ht=scontent.fmex2-1.fna&oh=00_AT95Nf0naCweBA2b_ocaww6xGBBmL9Wic6NY38QCp_Dpsg&oe=625E0760,
,governmentOfficer,Gubernatura de GUERRERO,Ambrosio,Guzmán Juárez,Ambrosio Guzmán Juárez,,RSP,,Guerrero,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,,M,Vivo,,dirigente de UGOCP,Political Sciences,,,,,,https://www.facebook.com/AmbrocioGuzmanJuarezOficial,,,,,https://scontent.fmex2-2.fna.fbcdn.net/v/t1.6435-9/160933303_100419482142428_3275249664304019356_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=174925&_nc_eui2=AeF8pA39jyzbKUt6jof7Wntt3pYG54kc5r_elgbniRzmv-vNIVi2GZspV7iN5tLOgh8D9jPpH6zBMrSOv_1k8rZk&_nc_ohc=9NrimpOyTaEAX8Nfs-w&tn=LOUdjX976aVLlJn4&_nc_ht=scontent.fmex2-2.fna&oh=00_AT8BI-gL-eNtC-CaRJcHkdIJ9lVmZl9TIX2o2I9soek4xQ&oe=625FE8C9,
,governmentOfficer,Gubernatura de GUERRERO,Manuel,Negrete Arias,Manuel Negrete Arias,,FxM,,Guerrero,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1959-03-11,M,Vivo,Master Degree,"jugador profesional de futbol, director del deporte en Guerrero, director deportivo UNAM, alcalde",Sports,Public administration,Political Sciences,,,,,,,"https://www.twitter.com/manuelnegretea,https://www.twitter.com/ManuelNegreteSI",,https://scontent.fmex10-4.fna.fbcdn.net/v/t1.6435-9/180761064_110329441175981_736822192041342245_n.jpg?_nc_cat=106&ccb=1-3&_nc_sid=09cbfe&_nc_ohc=-VaXSrFHaxcAX-GL2Pd&_nc_ht=scontent.fmex10-4.fna&oh=9dce73cf817011ff3627d8b365ce9145&oe=60C11E7E,
,governmentOfficer,Gubernatura de MICHOACÁN DE OCAMPO,Carlos,Herrera Tello,Carlos Herrera Tello,,PRD,Equipo por Michoacán,Michoacán de Ocampo,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1971-02-17,M,Vivo,Master Degree,"ingeniero civil, servidor púbclio, empresario, presidente municipal, secretario de gobierno de Michoacán",Construction and civil engineering,Public administration,Business administration and management,Political Sciences,,https://www.carlosherrera.mx,https://www.facebook.com/CarlosHerreraSi,,https://www.instagram.com/carlosherrerasi,https://www.twitter.com/CarlosHerreraSi,https://www.flickr.com/people/carlosherrerasi,https://scontent.fmex2-2.fna.fbcdn.net/v/t1.6435-9/187433495_3692964504138301_4849012655933932888_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeGn5qkeuVjAQUdF4lf9PfLI9mexmpJ7tHr2Z7Gaknu0esj9zN8km6r5uQZDA2GIx0RdfSjUfmsUBnhLmLcY022h&_nc_ohc=zxOnICpId2oAX-TwfV5&tn=LOUdjX976aVLlJn4&_nc_ht=scontent.fmex2-2.fna&oh=00_AT-vbm-UOpK-1w1H7WR624b0XhaJqz0DJsRTmyH6u8BC2g&oe=625E1B6F,
,governmentOfficer,Gubernatura de MICHOACÁN DE OCAMPO,Juan Antonio,Magaña de la Mora,Juan Antonio Magaña de la Mora,,PVEM,,Michoacán de Ocampo,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1964-03-01,M,Vivo,PhD Degree,"abogado, juez de primera instancia, magistrado de STJEM, presidente de STJEM",Law,,,,,,https://www.facebook.com/juanAntonioMdelaMora,,,https://www.twitter.com/Magana_DeLaMora,,https://scontent.fmex2-1.fna.fbcdn.net/v/t39.30808-6/187783356_336584668034636_33178157467450021_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeH5OhPpk6y9jcQuC2y_TzocVFv7t1aaWq1UW_u3Vpparc2ssvEIm3ce9uvw6kvDzU8g1qdn0td2Z0vRFR3ZzI89&_nc_ohc=shN1z0jdOBUAX9WhtBQ&_nc_ht=scontent.fmex2-1.fna&oh=00_AT-iyRx-hgZG3G0PO0gZjQ8R_QhBQBX_rkz3NRa5ir0-lA&oe=623E5F2A,
,governmentOfficer,Gubernatura de MICHOACÁN DE OCAMPO,Mercedes,Calderón García,Mercedes Calderón García,,MC,,Michoacán de Ocampo,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,Master Degree,"economista, directora del CEFRAL, presidenta municipal",Economy,"Social sciences and behavioral studies, multidisciplinary or general programs",Political Sciences,,,,https://www.facebook.com/mercedes.calderong,,https://www.instagram.com/mercedescalderongarcia,https://www.twitter.com/MercedesCG_,,https://scontent.fmex2-2.fna.fbcdn.net/v/t1.6435-9/168818012_3837025193084414_247928363164795002_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeEUvgLITwDpDyNyKyMpYtLlnLwe1tokJ9mcvB7W2iQn2YNQoe7s0GSSNS4Ifd51e0UtDwxKuKBUEBCXrRPoeBbW&_nc_ohc=TzAJB2HJPv0AX92LkJb&_nc_ht=scontent.fmex2-2.fna&oh=00_AT9Fh6XT_l90Tvc33TaLSA9fpqUoZk24ds_vozguK1Q3Qg&oe=62603D14,
,governmentOfficer,Gubernatura de MICHOACÁN DE OCAMPO,Hipólito,Mora Chávez,Hipólito Mora Chávez,,PES,,Michoacán de Ocampo,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1955-07-26,M,Vivo,,"luchador social, agricultor, dirigente de grupos de autodefensa",Social work and care,Agricultural and livestock production and exploitation,Public security,,,,https://www.facebook.com/HipolitoMoraMX,,https://www.instagram.com/hipolitomoramx,https://www.twitter.com/HipolitoMoraMX,,https://scontent.fmex2-1.fna.fbcdn.net/v/t1.6435-9/167866830_160973459225081_8562133227136532788_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=174925&_nc_eui2=AeH4RCtI7MjIgLlvL_Bk5_upW4tgji_O81Rbi2COL87zVMm3sejrPBRAZRFVRaY9KWpN5IbHqJQSqR4RmQIhKIEF&_nc_ohc=EK8BdqFxwn0AX-ETnox&_nc_ht=scontent.fmex2-1.fna&oh=00_AT96UuGcgeF3TlvZblAqCAMH19I8pPrJNDaMEplu_hd1lw&oe=625F4318,
,governmentOfficer,Gubernatura de MICHOACÁN DE OCAMPO,Cristobal,Arias Solis,Cristobal Arias Solis,,FxM,,Michoacán de Ocampo,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1954-08-10,M,Vivo,Bachelor´s Degree,"abogado, servidor público, diputado federal, senador",Law,Public administration,Political Sciences,,,,https://www.facebook.com/SenCristobalArias,,https://www.instagram.com/cristobal_arisol,https://www.twitter.com/CristobalAriaSo,,https://www.senado.gob.mx/64/images/senadores/64/1131-arias_solis_cristobal-20180828-191408.jpg,
51,legislatorUpperBody,Senaduría de NAYARIT,Gloria Elizabeth,Núñez Sánchez,Gloria Elizabeth Núñez Sánchez,,PAN,,Nayarit,,officeholder,2021-06-09,2024-08-29,No,TRUE,1984-03-20,F,Vivo,PhD Degree,"diputada local, diputada federal, presidenta municipal, senadora",Political Sciences,,,,,,https://www.facebook.com/GloriaporNayarit,,https://www.instagram.com/gloria_nayarit,https://www.twitter.com/dipglorianunez,,https://www.senado.gob.mx/64/images/senadores/64/1141-nunez_sanchez_gloria_elizabeth-20180823-104331.jpg,
52,governmentOfficer,Gubernatura de NAYARIT,Miguel Ángel,Navarro Quintero,Miguel Ángel Navarro Quintero,Dr. Miguel Ángel Navarro,Morena,Juntos hacemos historia en Nayarit,Nayarit,,officeholder,2021-09-19,2027-09-18,No,TRUE,1951-01-11,M,Vivo,University 1st Professional Degree,"médico, jefe de los servicios coordinados de salud pública, delegado estatal del imss, diputado, senador, legislador",Public administration,Medicine,Political Sciences,,,,https://www.facebook.com/MiguelAngelNavarroOficial,,https://www.instagram.com/miguelangelnavarroquintero,https://www.twitter.com/MiguelANavarroQ,,https://envios.conago.org.mx/uploads/imagenes/gobernadores/miguel-angel-navarro-quintero.jpg,
,governmentOfficer,Gubernatura de NAYARIT,Ignacio,Flores Medina,Ignacio Flores Medina,Nacho Flores,MC,,Nayarit,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1981-10-06,M,Vivo,High School,"empresario, ganadero",Business administration and management,Agricultural and livestock production and exploitation,,,,,https://www.facebook.com/NachoFloresNay,,,,,https://scontent.fmex2-2.fna.fbcdn.net/v/t39.30808-6/252771744_1230907540728272_7574908725809269486_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=174925&_nc_eui2=AeFyz08CSJ3QdaKN0hxZeP0yOab3YltjrMc5pvdiW2OsxzqlyqHjs2pmx1R35--hzeEmdKfOEPJkBbk3NTJqucq-&_nc_ohc=VWLQ-1hxs4AAX8Kmib-&_nc_ht=scontent.fmex2-2.fna&oh=00_AT-rZkBh6s265EORw5ww3GLMy1ltgtejXpkgVu987bSehA&oe=623FA577,
,governmentOfficer,Gubernatura de NAYARIT,Natalia,Rojas Iñiguez,Natalia Rojas Iñiguez,,PES,,Nayarit,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,University 1st Professional Degree,"abogada, especialista en juicios orales y defensora de Derechos Humanos",Law,Public administration,,,,,https://www.facebook.com/Natalia-Rojas-I%C3%B1iguez-108689391264888,,,https://www.twitter.com/nataliarojasin,,https://scontent.fmex2-1.fna.fbcdn.net/v/t1.6435-9/161745433_121845096615984_1603312114740246854_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=174925&_nc_eui2=AeH9MBGBXHYroaX-S4z6uK0tFuaj7vJcAigW5qPu8lwCKKUtxEZQKHDDVempf8dv3cnhkgAJ6UFlnMd6P2Suv-dZ&_nc_ohc=jnMCtycgHrwAX8P5f0Y&_nc_ht=scontent.fmex2-1.fna&oh=00_AT_GutkdUkw_tBQr7VjOpGDT3s9p1d1XYfyYqcj9sA5ILw&oe=625F5BD0,
,governmentOfficer,Gubernatura de NAYARIT,Nayar,Mayorquín Carrillo,Nayar Mayorquín Carrillo,,RSP,,Nayarit,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1973-10-17,M,Vivo,PhD Degree,"delegado, asesor, notario, secretario",Law,Public administration,,,,,https://www.facebook.com/nayarmayorquinc,,,https://www.twitter.com/nayarmayorquinc,https://www.linkedin.com/in/nayar-mayorqu%C3%ADn-carrillo-9825191b1,https://scontent.fmex2-1.fna.fbcdn.net/v/t31.18172-8/202474_485830341446122_989959954_o.jpg?_nc_cat=109&ccb=1-5&_nc_sid=174925&_nc_eui2=AeFRFTQYa0Fm96Ci8R0IERtkj49_o0Ia6KyPj3-jQhrorArvJqtV4bEdZ84lTj3M6qScuw36-aiGQyY_xNOMFzdl&_nc_ohc=LmUI8lPYQs0AX-KEbKo&tn=LOUdjX976aVLlJn4&_nc_ht=scontent.fmex2-1.fna&oh=00_AT9ed-clftQJHv8xDBdtavBbYul7leACJRUj1h7xb1aWaQ&oe=626186DF,
,governmentOfficer,Gubernatura de NAYARIT,Bricet Gabriela,Taizán López,Bricet Gabriela Taizán López,,FxM,,Nayarit,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,F,Vivo,,,,,,,,,,,,,,,
,governmentOfficer,Gubernatura de NAYARIT,Águeda,Galicia Jiménez,Águeda Galicia Jiménez,,MLN,,Nayarit,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,1946-02-05,F,Vivo,Associate Degree,"líder sindical, diputada",Social work and care,Political Sciences,,,,,https://www.facebook.com/aguedagalicianayarit,,,,,https://scontent.fmex2-1.fna.fbcdn.net/v/t1.6435-9/164681967_130970715632431_9012286492508794071_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeH6HI3t6Mg9Ega1EgWnZuIUhtWqI9iHwxGG1aoj2IfDEf-g-uHr5XlfHVZjMm6OAed1wZ_x_FpDuEzsUE_ddoIy&_nc_ohc=U8pD_m3mJaYAX_wwsWp&_nc_ht=scontent.fmex2-1.fna&oh=00_AT-BFPGAMFOnSU0rv7j655-HEkcq9VFeM19yqN92eyHldQ&oe=625ED7FD,
,governmentOfficer,Gubernatura de NAYARIT,Víctor Manuel,Chávez Vázquez,Víctor Manuel Chávez Vázquez,,VIVA,,Nayarit,,campaigning_politician,2021-04-04,2021-06-02,No,TRUE,,M,Vivo,Associate Degree,"homeópata, empresario, fundador",Homeopathy and Complementary Therapy Medicine,Business administration and management,Public health,,,,,,,,,,
,governmentOfficer,Gubernatura de NUEVO LEÓN,Fernando,Larrazábal Bretón,Fernando Larrazábal Bretón,,PRI,,Nuevo León,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1962-08-29,M,Vivo,Bachelor´s Degree,"secretario, presidente municipal, director general",Public administration,Political Sciences,,,,,https://www.facebook.com/FerLarrazabalNL,,https://www.instagram.com/ferlarrazabalnl,https://www.twitter.com/FerLarrazabalNL,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9217959.jpg,
,governmentOfficer,Gubernatura de NUEVO LEÓN,Adrián,de la Garza Santos,Adrián de la Garza Santos,,PRI,Va fuerte por Nuevo León,Nuevo León,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1971-09-17,M,Vivo,Master Degree,"abogado, alcalde, procurador",Law,Political Sciences,Public administration,,,,https://www.facebook.com/AdrianDeLaGarzaS,,https://www.instagram.com/AdrianDeLaGarzaS,https://www.twitter.com/AdrianDeLaGarza,https://www.linkedin.com/in/adriandelagarzas,https://scontent.fmex2-1.fna.fbcdn.net/v/t39.30808-6/245931506_4074206152820886_4148845529484550103_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeGrxWp-SLWpYzazhepQB1wzI3FzKW_xEE8jcXMpb_EQT7-9GvQmdwLnhHwm1U3vEWGTXVQk5oFY6DQ6XJdtEG-Y&_nc_ohc=fPW7n-y-wBYAX_1VV49&_nc_ht=scontent.fmex2-1.fna&oh=00_AT_6vcYFoK8GP0eAX74WYnZG_q6jpYVbHB4ftTsYBYEjqQ&oe=6240333F,
,governmentOfficer,Gubernatura de NUEVO LEÓN,Clara Luz,Flores Carrales,Clara Luz Flores Carrales,,Morena,Equipo por el bien de Nuevo León,Nuevo León,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,1974-02-27,F,Vivo,Bachelor´s Degree,"dipotada, presidenta",Political Sciences,,,,,https://www.claraluzflores.mx,https://www.facebook.com/ClaraLuzFlores,,https://www.instagram.com/claraluzflores,https://www.twitter.com/claraluzflores,,https://scontent.fmex2-1.fna.fbcdn.net/v/t39.30808-6/272713511_6999599350112254_495830259873173330_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=174925&_nc_eui2=AeFXDNorrC0EBFLcObTdeO06hGf0nKaef8WEZ_Scpp5_xUVpEf02fviXR5LzKQ8YyOd8eTqc4N1RyEujjpc8VgyH&_nc_ohc=N_u8YrOwqxYAX_9EpO0&_nc_ht=scontent.fmex2-1.fna&oh=00_AT9rUwepILTGCuQZfSebGG2__mT4K6nkRbXR_unBxZE7CA&oe=623E8CE5,
62,governmentOfficer,Gubernatura de NUEVO LEÓN,Samuel Alejandro,García Sepúlveda,Samuel Alejandro García Sepúlveda,,MC,,Nuevo León,,officeholder,2021-10-04,2027-10-03,No,TRUE,1987-12-28,M,Vivo,PhD Degree,"senador, empresario, diputado",Political Sciences,Business administration and management,,,,https://www.samuelgarcia.mx,https://www.facebook.com/SAMUELGARCIASEPULVEDA,,https://www.instagram.com/samuelgarcias,https://www.twitter.com/samuel_garcias,,http://sil.gobernacion.gob.mx/Archivos/Fotos/9221697.jpg,
,governmentOfficer,Gubernatura de NUEVO LEÓN,Carolina,Garza Guerra,Carolina Garza Guerra,,PES,,Nuevo León,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,,F,Vivo,,,,,,,,,https://www.facebook.com/carolinagarzaNL,,http://www.instagram.com/carolinagarzanl,https://www.twitter.com/carolinagarzaNL,https://www.linkedin.com/in/carolina-garza-guerra-a4b191b4/?originalSubdomain=mx,https://scontent.fmex2-2.fna.fbcdn.net/v/t1.6435-9/156205073_4192988340731789_9210759922689012143_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=09cbfe&_nc_eui2=AeFLmMwcNBCIkTSGMYQIEuhOw9BHOpOG70rD0Ec6k4bvSuWi7XufVq05jJadQaq8E3kfzJifUBhaMaTqVoApSOfj&_nc_ohc=ZkbvQy0EHOAAX9y5NNw&tn=LOUdjX976aVLlJn4&_nc_ht=scontent.fmex2-2.fna&oh=00_AT8TRYcQmINEF3JLmQaZCGDZTtY3w32FaOPusRmiAG1h-Q&oe=62619FEF,
,governmentOfficer,Gubernatura de NUEVO LEÓN,Virginia Daney,Siller Tristán,Virginia Daney Siller Tristán,,RSP,,Nuevo León,,campaigning_politician,2021-03-05,2021-06-02,No,TRUE,,F,Vivo,,,,,,,,,https://www.facebook.com/DaneySiller,,https://www.instagram.com/daney_siller,https://www.twitter.com/daney_siller,https://www.linkedin.com/in/virginia-daney-siller-trist%C3%A1n-554a8911b,https://scontent.fmex2-2.fna.fbcdn.net/v/t1.6435-9/159620686_4346685332026482_8057263757111077373_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=174925&_nc_eui2=AeGbwhviAo9jZWlWfgN5UK3_LnUt79ioCVMudS3v2KgJUwW5RA4XnT1igAWJxT2icBRf_ICB5o3D8Zx5BGcgdzRY&_nc_ohc=a6Va_BCB-eMAX-ZUpqL&tn=LOUdjX976aVLlJn4&_nc_ht=scontent.fmex2-2.fna&oh=00_AT9bWQWFhR9Nf5XPpAw88NR96lq_ep7GxX0VI_k56NqaPg&oe=625F98D1,
